species,year,subplot,abundance
sorghastrum nutans,1987,C_5,15
sorghastrum nutans,2000,C_5,15
sorghastrum nutans,2002,C_5,15
sorghastrum nutans,1991,C_5,0.5
sorghastrum nutans,1993,C_5,15
sorghastrum nutans,1988,C_5,15
sorghastrum nutans,1999,C_5,15
sorghastrum nutans,2001,C_5,15
sorghastrum nutans,2003,C_5,15
sorghastrum nutans,2005,C_5,15
sorghastrum nutans,2006,C_5,15
sorghastrum nutans,1985,C_5,62.5
sorghastrum nutans,1983,C_5,37.5
sorghastrum nutans,1992,C_5,15
sorghastrum nutans,1995,C_5,15
sorghastrum nutans,2004,C_5,15
sorghastrum nutans,1986,C_5,37.5
sporobolus asper,2002,C_5,0.5
sporobolus asper,2004,C_5,0.5
sporobolus asper,2005,C_5,0.5
sporobolus asper,2000,C_5,0.5
sporobolus asper,1991,C_5,0.5
sporobolus asper,1990,C_5,0.5
sporobolus asper,2001,C_5,0.5
sporobolus asper,2006,C_5,0.5
sporobolus asper,2003,C_5,0.5
sporobolus heterolepis,1985,C_5,3
sporobolus heterolepis,1988,C_5,0.5
sporobolus heterolepis,2006,C_5,0.5
sporobolus heterolepis,2004,C_5,0.5
sporobolus heterolepis,1989,C_5,0.5
sporobolus heterolepis,1999,C_5,0.5
sporobolus heterolepis,2005,C_5,0.5
symphyotrichum ericoides,2001,C_5,3
symphyotrichum ericoides,1987,C_5,0.5
symphyotrichum ericoides,1990,C_5,0.5
symphyotrichum ericoides,1989,C_5,0.5
symphyotrichum ericoides,2004,C_5,15
symphyotrichum ericoides,1994,C_5,3
symphyotrichum ericoides,1997,C_5,3
symphyotrichum ericoides,2005,C_5,3
symphyotrichum ericoides,1996,C_5,3
symphyotrichum ericoides,1991,C_5,3
symphyotrichum ericoides,1984,C_5,0.5
symphyotrichum ericoides,1995,C_5,3
symphyotrichum ericoides,1983,C_5,0.5
symphyotrichum ericoides,1998,C_5,0.5
symphyotrichum ericoides,2002,C_5,3
symphyotrichum ericoides,1993,C_5,3
symphyotrichum ericoides,1999,C_5,0.5
symphyotrichum ericoides,2000,C_5,3
symphyotrichum ericoides,1986,C_5,0.5
symphyotrichum ericoides,2006,C_5,0.5
symphyotrichum ericoides,2003,C_5,15
symphyotrichum ericoides,1985,C_5,3
symphyotrichum ericoides,1992,C_5,3
symphyotrichum lanceolatum,1983,C_5,0.5
symphyotrichum oblongifolium,1988,C_5,0.5
vernonia baldwinii,1987,C_5,3
vernonia baldwinii,2006,C_5,0.5
vernonia baldwinii,2004,C_5,0.5
vernonia baldwinii,2001,C_5,0.5
vernonia baldwinii,1996,C_5,0.5
vernonia baldwinii,1989,C_5,3
vernonia baldwinii,1984,C_5,0.5
vernonia baldwinii,2000,C_5,0.5
vernonia baldwinii,1990,C_5,3
vernonia baldwinii,1988,C_5,3
vernonia baldwinii,1993,C_5,3
vernonia baldwinii,1991,C_5,3
vernonia baldwinii,1983,C_5,0.5
vernonia baldwinii,1995,C_5,0.5
vernonia baldwinii,1998,C_5,0.5
vernonia baldwinii,2002,C_5,0.5
vernonia baldwinii,2003,C_5,0.5
vernonia baldwinii,1985,C_5,3
vernonia baldwinii,1999,C_5,0.5
vernonia baldwinii,1997,C_5,0.5
vernonia baldwinii,2005,C_5,0.5
vernonia baldwinii,1994,C_5,0.5
vernonia baldwinii,1992,C_5,3
viola pedatifida,1991,C_5,0.5
agrostis hyemalis,1984,D_1,0.5
ambrosia psilostachya,2002,D_1,0.5
ambrosia psilostachya,2000,D_1,0.5
ambrosia psilostachya,2006,D_1,0.5
ambrosia psilostachya,1986,D_1,3
ambrosia psilostachya,1991,D_1,3
ambrosia psilostachya,1995,D_1,3
ambrosia psilostachya,1992,D_1,0.5
ambrosia psilostachya,1990,D_1,3
ambrosia psilostachya,1996,D_1,0.5
ambrosia psilostachya,2005,D_1,0.5
ambrosia psilostachya,1984,D_1,3
ambrosia psilostachya,1985,D_1,15
ambrosia psilostachya,1998,D_1,0.5
ambrosia psilostachya,1993,D_1,3
ambrosia psilostachya,2004,D_1,0.5
ambrosia psilostachya,2003,D_1,0.5
ambrosia psilostachya,1997,D_1,0.5
ambrosia psilostachya,1987,D_1,3
ambrosia psilostachya,1989,D_1,3
ambrosia psilostachya,1983,D_1,0.5
andropogon gerardii,1998,D_1,15
andropogon gerardii,1985,D_1,85
andropogon gerardii,1984,D_1,85
andropogon gerardii,1987,D_1,62.5
andropogon gerardii,1986,D_1,62.5
andropogon gerardii,2003,D_1,15
andropogon gerardii,1992,D_1,15
andropogon gerardii,1997,D_1,15
andropogon gerardii,2004,D_1,15
andropogon gerardii,2001,D_1,15
andropogon gerardii,2005,D_1,37.5
andropogon gerardii,2006,D_1,37.5
andropogon gerardii,1990,D_1,62.5
andropogon gerardii,1991,D_1,37.5
andropogon gerardii,2000,D_1,15
andropogon gerardii,1988,D_1,62.5
andropogon gerardii,1994,D_1,15
andropogon gerardii,1996,D_1,15
andropogon gerardii,1995,D_1,37.5
andropogon gerardii,1989,D_1,62.5
andropogon gerardii,1993,D_1,37.5
andropogon gerardii,2002,D_1,15
andropogon gerardii,1983,D_1,85
andropogon gerardii,1999,D_1,15
baptisia australis,1989,D_1,0.5
baptisia bracteata,1985,D_1,0.5
baptisia bracteata,1991,D_1,3
baptisia bracteata,1999,D_1,0.5
baptisia bracteata,2004,D_1,3
baptisia bracteata,2000,D_1,0.5
baptisia bracteata,1990,D_1,3
baptisia bracteata,2001,D_1,3
baptisia bracteata,1984,D_1,0.5
baptisia bracteata,1988,D_1,3
baptisia bracteata,1994,D_1,3
baptisia bracteata,1992,D_1,15
baptisia bracteata,2003,D_1,3
baptisia bracteata,1986,D_1,0.5
baptisia bracteata,2005,D_1,0.5
baptisia bracteata,1997,D_1,0.5
baptisia bracteata,2002,D_1,3
baptisia bracteata,1995,D_1,3
baptisia bracteata,2006,D_1,0.5
baptisia bracteata,1987,D_1,3
baptisia bracteata,1993,D_1,3
baptisia bracteata,1996,D_1,0.5
baptisia bracteata,1998,D_1,0.5
baptisia bracteata,1989,D_1,0.5
baptisia bracteata,1983,D_1,0.5
bouteloua curtipendula,1987,D_1,0.5
bouteloua curtipendula,1990,D_1,0.5
bouteloua curtipendula,1985,D_1,3
bouteloua curtipendula,1988,D_1,0.5
bouteloua curtipendula,2003,D_1,3
bouteloua curtipendula,1994,D_1,3
bouteloua curtipendula,1996,D_1,3
bouteloua curtipendula,2005,D_1,3
bouteloua curtipendula,1992,D_1,15
bouteloua curtipendula,1983,D_1,0.5
bouteloua curtipendula,2001,D_1,3
bouteloua curtipendula,1991,D_1,0.5
bouteloua curtipendula,2000,D_1,0.5
bouteloua curtipendula,1997,D_1,3
bouteloua curtipendula,2006,D_1,15
bouteloua curtipendula,2004,D_1,3
bouteloua curtipendula,1998,D_1,3
bouteloua curtipendula,1999,D_1,3
bouteloua curtipendula,1984,D_1,0.5
bouteloua curtipendula,1989,D_1,0.5
bouteloua curtipendula,1986,D_1,0.5
bouteloua curtipendula,2002,D_1,3
bouteloua curtipendula,1993,D_1,3
bouteloua curtipendula,1995,D_1,3
bouteloua gracilis,1994,D_1,3
bouteloua gracilis,1985,D_1,3
bouteloua gracilis,1988,D_1,0.5
bouteloua gracilis,1987,D_1,0.5
bouteloua gracilis,1990,D_1,3
bouteloua gracilis,1983,D_1,3
bouteloua gracilis,2003,D_1,3
bouteloua gracilis,1984,D_1,3
bouteloua gracilis,2001,D_1,3
bouteloua gracilis,1991,D_1,3
bouteloua gracilis,1992,D_1,3
bouteloua gracilis,1998,D_1,3
bouteloua gracilis,1996,D_1,3
bouteloua gracilis,2004,D_1,0.5
bouteloua gracilis,2005,D_1,0.5
bouteloua gracilis,1995,D_1,3
bouteloua gracilis,2000,D_1,3
bouteloua gracilis,2002,D_1,3
bouteloua gracilis,2006,D_1,3
bouteloua gracilis,1997,D_1,3
bouteloua gracilis,1993,D_1,3
bouteloua gracilis,1989,D_1,15
bouteloua gracilis,1999,D_1,3
bouteloua hirsuta,1983,D_1,3
bouteloua hirsuta,1984,D_1,0.5
bouteloua hirsuta,2004,D_1,0.5
bouteloua hirsuta,1990,D_1,3
bouteloua hirsuta,1985,D_1,0.5
bouteloua hirsuta,1991,D_1,3
bouteloua hirsuta,1988,D_1,3
bouteloua hirsuta,1992,D_1,3
bouteloua hirsuta,2005,D_1,0.5
bouteloua hirsuta,1989,D_1,3
bouteloua hirsuta,1986,D_1,0.5
bouteloua hirsuta,1987,D_1,3
carex brevior,1987,D_1,0.5
carex brevior,1989,D_1,0.5
carex brevior,2000,D_1,0.5
carex brevior,1990,D_1,0.5
carex brevior,2001,D_1,0.5
carex brevior,1991,D_1,0.5
carex gravida,1984,D_1,0.5
carex inops,1999,D_1,3
carex inops,1990,D_1,0.5
carex inops,1986,D_1,0.5
carex inops,2004,D_1,15
carex inops,2002,D_1,3
carex inops,2005,D_1,3
carex inops,1998,D_1,3
carex inops,2006,D_1,3
carex inops,1992,D_1,15
carex inops,2003,D_1,15
carex inops,1987,D_1,0.5
carex inops,1991,D_1,0.5
carex inops,2001,D_1,3
carex inops,1989,D_1,3
carex inops,1988,D_1,0.5
carex inops,2000,D_1,3
carex meadii,2005,D_1,0.5
carex meadii,1991,D_1,0.5
carex meadii,2004,D_1,0.5
carex meadii,2006,D_1,0.5
carex meadii,2003,D_1,0.5
carex meadii,1987,D_1,0.5
carex meadii,1984,D_1,0.5
carex meadii,2000,D_1,0.5
carex meadii,1997,D_1,0.5
carex meadii,1985,D_1,0.5
carex meadii,1989,D_1,0.5
carex meadii,1995,D_1,0.5
carex meadii,1990,D_1,0.5
carex meadii,1986,D_1,0.5
carex meadii,1988,D_1,3
carex sp,1994,D_1,3
carex sp,1993,D_1,3
carex sp,1983,D_1,0.5
carex sp,1995,D_1,3
carex sp,1996,D_1,0.5
carex sp,1997,D_1,3
chamaesyce serpens,1996,D_1,0.5
cirsium undulatum,2005,D_1,0.5
cirsium undulatum,1992,D_1,0.5
cyperus lupulinus,1984,D_1,0.5
cyperus lupulinus,1986,D_1,0.5
cyperus lupulinus,1987,D_1,0.5
cyperus lupulinus,2006,D_1,0.5
desmodium illinoense,1983,D_1,0.5
dichanthelium acuminatum,1987,D_1,0.5
dichanthelium oligosanthes,2003,D_1,0.5
dichanthelium oligosanthes,1986,D_1,0.5
dichanthelium oligosanthes,1990,D_1,15
dichanthelium oligosanthes,1992,D_1,3
dichanthelium oligosanthes,1989,D_1,0.5
dichanthelium oligosanthes,2001,D_1,0.5
dichanthelium oligosanthes,1999,D_1,0.5
dichanthelium oligosanthes,1996,D_1,0.5
dichanthelium oligosanthes,2000,D_1,0.5
dichanthelium oligosanthes,1983,D_1,0.5
dichanthelium oligosanthes,1988,D_1,3
dichanthelium oligosanthes,1993,D_1,3
dichanthelium oligosanthes,1985,D_1,0.5
dichanthelium oligosanthes,1991,D_1,3
dichanthelium oligosanthes,2002,D_1,0.5
dichanthelium oligosanthes,1997,D_1,0.5
dichanthelium oligosanthes,1995,D_1,3
dichanthelium oligosanthes,1994,D_1,3
dichanthelium oligosanthes,1987,D_1,3
dichanthelium oligosanthes,1998,D_1,0.5
dichanthelium oligosanthes,2005,D_1,0.5
dichanthelium oligosanthes,1984,D_1,0.5
dichanthelium oligosanthes,2004,D_1,0.5
dichanthelium oligosanthes,2006,D_1,0.5
digitaria cognata,1987,D_1,0.5
digitaria cognata,1986,D_1,0.5
digitaria cognata,2006,D_1,0.5
digitaria cognata,1996,D_1,0.5
eragrostis spectabilis,1987,D_1,0.5
eragrostis spectabilis,1993,D_1,0.5
eragrostis spectabilis,1986,D_1,0.5
eragrostis spectabilis,1990,D_1,0.5
eragrostis spectabilis,2005,D_1,0.5
eragrostis spectabilis,1988,D_1,0.5
eragrostis spectabilis,1989,D_1,0.5
eragrostis spectabilis,1998,D_1,0.5
eragrostis spectabilis,2006,D_1,0.5
eragrostis spectabilis,1992,D_1,3
eragrostis spectabilis,2004,D_1,0.5
erigeron strigosus,1984,D_1,3
erigeron strigosus,1993,D_1,3
erigeron strigosus,1998,D_1,0.5
erigeron strigosus,2000,D_1,0.5
erigeron strigosus,1987,D_1,0.5
erigeron strigosus,2002,D_1,0.5
erigeron strigosus,2006,D_1,0.5
erigeron strigosus,1999,D_1,0.5
erigeron strigosus,1986,D_1,3
erigeron strigosus,1985,D_1,0.5
erigeron strigosus,1996,D_1,0.5
erigeron strigosus,2001,D_1,0.5
erigeron strigosus,2003,D_1,0.5
erigeron strigosus,2004,D_1,0.5
erigeron strigosus,1995,D_1,0.5
erigeron strigosus,1992,D_1,3
hieracium longipilum,1987,D_1,0.5
hymenopappus scabiosaeus,2003,D_1,0.5
koeleria pyramidata,1986,D_1,0.5
koeleria pyramidata,2003,D_1,3
koeleria pyramidata,1984,D_1,0.5
koeleria pyramidata,1996,D_1,3
koeleria pyramidata,2001,D_1,3
koeleria pyramidata,2000,D_1,0.5
koeleria pyramidata,1987,D_1,0.5
koeleria pyramidata,2004,D_1,3
koeleria pyramidata,1992,D_1,15
koeleria pyramidata,1997,D_1,3
koeleria pyramidata,1990,D_1,0.5
koeleria pyramidata,1994,D_1,0.5
koeleria pyramidata,1998,D_1,3
koeleria pyramidata,1988,D_1,0.5
koeleria pyramidata,2002,D_1,3
koeleria pyramidata,1995,D_1,0.5
koeleria pyramidata,1993,D_1,3
koeleria pyramidata,1999,D_1,3
koeleria pyramidata,1989,D_1,0.5
lespedeza capitata,1996,D_1,0.5
lespedeza capitata,1988,D_1,0.5
lespedeza capitata,1992,D_1,3
lespedeza capitata,1998,D_1,0.5
lespedeza capitata,2004,D_1,3
lespedeza capitata,2000,D_1,0.5
lespedeza capitata,1990,D_1,0.5
lespedeza capitata,2006,D_1,0.5
lespedeza capitata,2003,D_1,3
lespedeza capitata,2001,D_1,0.5
lespedeza capitata,1999,D_1,0.5
lespedeza capitata,1993,D_1,0.5
lespedeza capitata,2005,D_1,0.5
lespedeza capitata,1997,D_1,0.5
lespedeza capitata,2002,D_1,0.5
lespedeza capitata,1995,D_1,3
lespedeza capitata,1986,D_1,0.5
lespedeza capitata,1991,D_1,3
lespedeza capitata,1987,D_1,0.5
lespedeza capitata,1994,D_1,0.5
lespedeza capitata,1984,D_1,0.5
lespedeza capitata,1989,D_1,0.5
linum sulcatum,1997,D_1,0.5
oxalis stricta,1987,D_1,0.5
oxalis stricta,1992,D_1,0.5
oxalis stricta,1986,D_1,0.5
pediomelum esculentum,1997,D_1,0.5
pediomelum esculentum,2003,D_1,0.5
pediomelum esculentum,1992,D_1,0.5
pediomelum esculentum,2002,D_1,0.5
pediomelum esculentum,1993,D_1,0.5
pediomelum esculentum,1998,D_1,0.5
pediomelum esculentum,1999,D_1,0.5
pediomelum esculentum,2004,D_1,0.5
pediomelum esculentum,1990,D_1,3
pediomelum esculentum,1996,D_1,0.5
pediomelum esculentum,1989,D_1,0.5
pediomelum esculentum,1987,D_1,0.5
pediomelum esculentum,1995,D_1,0.5
pediomelum esculentum,1991,D_1,0.5
pediomelum esculentum,2000,D_1,0.5
pediomelum esculentum,1994,D_1,0.5
pediomelum esculentum,2006,D_1,0.5
pediomelum esculentum,2001,D_1,0.5
physalis pumila,1995,D_1,0.5
physalis pumila,1999,D_1,0.5
physalis pumila,2004,D_1,0.5
physalis pumila,2003,D_1,0.5
physalis pumila,1985,D_1,0.5
physalis pumila,2000,D_1,0.5
physalis pumila,1992,D_1,3
physalis pumila,1993,D_1,0.5
physalis pumila,2005,D_1,0.5
physalis pumila,1998,D_1,0.5
physalis pumila,2002,D_1,0.5
poa pratensis,1984,D_1,0.5
ratibida columnifera,1991,D_1,3
ratibida columnifera,1986,D_1,3
ratibida columnifera,1985,D_1,0.5
ratibida columnifera,2001,D_1,0.5
ratibida columnifera,1983,D_1,0.5
ratibida columnifera,2000,D_1,0.5
ratibida columnifera,1996,D_1,0.5
ratibida columnifera,1990,D_1,0.5
ratibida columnifera,2002,D_1,0.5
ratibida columnifera,1989,D_1,0.5
ratibida columnifera,1999,D_1,0.5
ratibida columnifera,1988,D_1,3
ratibida columnifera,1997,D_1,0.5
ratibida columnifera,1987,D_1,0.5
ratibida columnifera,1984,D_1,0.5
ratibida columnifera,2003,D_1,0.5
ruellia humilis,1989,D_1,0.5
ruellia humilis,1985,D_1,0.5
ruellia humilis,2002,D_1,3
ruellia humilis,2006,D_1,0.5
ruellia humilis,1994,D_1,3
ruellia humilis,1990,D_1,0.5
ruellia humilis,2003,D_1,0.5
ruellia humilis,1983,D_1,0.5
ruellia humilis,2001,D_1,0.5
ruellia humilis,1991,D_1,0.5
ruellia humilis,2000,D_1,0.5
ruellia humilis,1995,D_1,3
ruellia humilis,1993,D_1,3
ruellia humilis,1996,D_1,3
ruellia humilis,2004,D_1,0.5
ruellia humilis,1992,D_1,3
ruellia humilis,1999,D_1,0.5
ruellia humilis,1986,D_1,0.5
ruellia humilis,1987,D_1,0.5
ruellia humilis,1998,D_1,0.5
ruellia humilis,1997,D_1,0.5
ruellia humilis,1984,D_1,0.5
salvia azurea,1989,D_1,15
salvia azurea,1990,D_1,15
salvia azurea,1993,D_1,3
salvia azurea,1986,D_1,15
salvia azurea,2003,D_1,37.5
salvia azurea,1999,D_1,15
salvia azurea,1991,D_1,15
salvia azurea,2002,D_1,15
salvia azurea,1985,D_1,15
salvia azurea,1988,D_1,15
salvia azurea,1997,D_1,15
salvia azurea,1992,D_1,15
salvia azurea,2004,D_1,15
salvia azurea,1987,D_1,15
salvia azurea,2000,D_1,15
salvia azurea,1983,D_1,15
salvia azurea,1998,D_1,15
salvia azurea,2001,D_1,15
salvia azurea,2005,D_1,15
salvia azurea,1995,D_1,37.5
salvia azurea,1994,D_1,15
salvia azurea,1984,D_1,15
salvia azurea,2006,D_1,15
salvia azurea,1996,D_1,15
schizachyrium scoparium,1989,D_1,62.5
schizachyrium scoparium,1990,D_1,62.5
schizachyrium scoparium,1987,D_1,15
schizachyrium scoparium,2004,D_1,62.5
schizachyrium scoparium,2000,D_1,37.5
schizachyrium scoparium,2006,D_1,62.5
schizachyrium scoparium,1998,D_1,37.5
schizachyrium scoparium,1997,D_1,37.5
schizachyrium scoparium,1993,D_1,37.5
schizachyrium scoparium,1992,D_1,37.5
schizachyrium scoparium,1991,D_1,37.5
schizachyrium scoparium,1994,D_1,37.5
schizachyrium scoparium,1985,D_1,37.5
schizachyrium scoparium,2005,D_1,62.5
schizachyrium scoparium,1983,D_1,37.5
schizachyrium scoparium,2003,D_1,62.5
schizachyrium scoparium,1999,D_1,37.5
schizachyrium scoparium,1988,D_1,62.5
schizachyrium scoparium,2002,D_1,62.5
schizachyrium scoparium,1986,D_1,37.5
schizachyrium scoparium,1996,D_1,37.5
schizachyrium scoparium,1995,D_1,37.5
schizachyrium scoparium,2001,D_1,37.5
schizachyrium scoparium,1984,D_1,37.5
sisyrinchium campestre,2003,D_1,0.5
sisyrinchium campestre,1997,D_1,0.5
sisyrinchium campestre,1990,D_1,0.5
sisyrinchium campestre,2001,D_1,0.5
sisyrinchium campestre,2004,D_1,0.5
sisyrinchium campestre,1988,D_1,0.5
sorghastrum nutans,1989,D_1,15
sorghastrum nutans,1997,D_1,37.5
sorghastrum nutans,2004,D_1,15
sorghastrum nutans,1998,D_1,15
sorghastrum nutans,1987,D_1,37.5
sorghastrum nutans,2006,D_1,15
sorghastrum nutans,1992,D_1,15
sorghastrum nutans,2001,D_1,15
sorghastrum nutans,1990,D_1,15
sorghastrum nutans,1993,D_1,15
sorghastrum nutans,1985,D_1,37.5
sorghastrum nutans,1996,D_1,37.5
sorghastrum nutans,1991,D_1,3
sorghastrum nutans,1999,D_1,15
sorghastrum nutans,1994,D_1,37.5
sorghastrum nutans,1984,D_1,37.5
sorghastrum nutans,1995,D_1,37.5
sorghastrum nutans,1986,D_1,62.5
sorghastrum nutans,2000,D_1,15
sorghastrum nutans,1988,D_1,15
sorghastrum nutans,1983,D_1,37.5
sorghastrum nutans,2003,D_1,15
sorghastrum nutans,2005,D_1,15
sorghastrum nutans,2002,D_1,15
sporobolus asper,2002,D_1,0.5
sporobolus asper,1998,D_1,3
sporobolus asper,2004,D_1,0.5
sporobolus asper,1999,D_1,3
sporobolus asper,2003,D_1,0.5
sporobolus asper,1994,D_1,0.5
sporobolus asper,2006,D_1,0.5
sporobolus asper,2005,D_1,0.5
sporobolus asper,1995,D_1,3
sporobolus asper,1996,D_1,3
sporobolus asper,2001,D_1,3
sporobolus asper,1997,D_1,3
sporobolus asper,2000,D_1,3
sporobolus heterolepis,1986,D_1,0.5
sporobolus heterolepis,1985,D_1,0.5
sporobolus heterolepis,1991,D_1,3
sporobolus heterolepis,1987,D_1,0.5
symphyotrichum ericoides,2004,D_1,15
symphyotrichum ericoides,1993,D_1,0.5
symphyotrichum ericoides,1992,D_1,3
symphyotrichum ericoides,1995,D_1,0.5
symphyotrichum ericoides,1989,D_1,0.5
symphyotrichum ericoides,1987,D_1,0.5
symphyotrichum ericoides,1998,D_1,0.5
symphyotrichum ericoides,1997,D_1,0.5
symphyotrichum ericoides,1999,D_1,0.5
symphyotrichum ericoides,1985,D_1,15
symphyotrichum ericoides,2006,D_1,3
symphyotrichum ericoides,1991,D_1,0.5
symphyotrichum ericoides,2003,D_1,3
symphyotrichum ericoides,2002,D_1,3
symphyotrichum ericoides,2001,D_1,3
symphyotrichum ericoides,1988,D_1,0.5
symphyotrichum ericoides,1994,D_1,0.5
symphyotrichum ericoides,1984,D_1,3
symphyotrichum ericoides,2000,D_1,3
symphyotrichum ericoides,1996,D_1,0.5
symphyotrichum ericoides,1990,D_1,3
symphyotrichum ericoides,1983,D_1,3
symphyotrichum ericoides,2005,D_1,3
symphyotrichum oblongifolium,1989,D_1,0.5
symphyotrichum oblongifolium,1983,D_1,0.5
symphyotrichum oblongifolium,1984,D_1,0.5
symphyotrichum oblongifolium,1985,D_1,0.5
symphyotrichum oblongifolium,1988,D_1,0.5
symphyotrichum sericeum,1986,D_1,0.5
symphyotrichum sericeum,2006,D_1,0.5
symphyotrichum sericeum,1996,D_1,0.5
tragia betonicifolia,1986,D_1,0.5
tragopogon dubius,1993,D_1,0.5
verbena stricta,1983,D_1,0.5
verbena stricta,1984,D_1,0.5
vernonia baldwinii,1993,D_1,3
vernonia baldwinii,1998,D_1,0.5
vernonia baldwinii,2004,D_1,3
vernonia baldwinii,1986,D_1,0.5
vernonia baldwinii,1989,D_1,3
vernonia baldwinii,1992,D_1,3
vernonia baldwinii,2005,D_1,0.5
vernonia baldwinii,1988,D_1,3
vernonia baldwinii,1987,D_1,3
vernonia baldwinii,2002,D_1,3
vernonia baldwinii,1991,D_1,15
vernonia baldwinii,2000,D_1,3
vernonia baldwinii,1985,D_1,0.5
vernonia baldwinii,2006,D_1,3
vernonia baldwinii,1990,D_1,3
vernonia baldwinii,1994,D_1,0.5
vernonia baldwinii,2001,D_1,3
vernonia baldwinii,1999,D_1,0.5
vernonia baldwinii,1996,D_1,3
vernonia baldwinii,2003,D_1,3
vernonia baldwinii,1995,D_1,3
vernonia baldwinii,1983,D_1,0.5
vernonia baldwinii,1984,D_1,3
vernonia baldwinii,1997,D_1,3
ambrosia psilostachya,1987,D_2,3
ambrosia psilostachya,2004,D_2,3
ambrosia psilostachya,2005,D_2,3
ambrosia psilostachya,1999,D_2,0.5
ambrosia psilostachya,1995,D_2,0.5
ambrosia psilostachya,1986,D_2,3
ambrosia psilostachya,2002,D_2,0.5
ambrosia psilostachya,1984,D_2,3
ambrosia psilostachya,2001,D_2,0.5
ambrosia psilostachya,2003,D_2,0.5
ambrosia psilostachya,2000,D_2,0.5
ambrosia psilostachya,1985,D_2,3
ambrosia psilostachya,1989,D_2,0.5
ambrosia psilostachya,1992,D_2,0.5
ambrosia psilostachya,2006,D_2,0.5
ambrosia psilostachya,1991,D_2,3
ambrosia psilostachya,1990,D_2,3
ambrosia psilostachya,1983,D_2,0.5
andropogon gerardii,1983,D_2,85
andropogon gerardii,1984,D_2,85
andropogon gerardii,2005,D_2,37.5
andropogon gerardii,1988,D_2,85
andropogon gerardii,1985,D_2,85
andropogon gerardii,2000,D_2,37.5
andropogon gerardii,2002,D_2,37.5
andropogon gerardii,1987,D_2,62.5
andropogon gerardii,1989,D_2,85
andropogon gerardii,2001,D_2,37.5
andropogon gerardii,1986,D_2,62.5
andropogon gerardii,1996,D_2,37.5
andropogon gerardii,2003,D_2,37.5
andropogon gerardii,1999,D_2,37.5
andropogon gerardii,2006,D_2,37.5
andropogon gerardii,1997,D_2,37.5
andropogon gerardii,1993,D_2,37.5
andropogon gerardii,1995,D_2,37.5
andropogon gerardii,2004,D_2,37.5
andropogon gerardii,1990,D_2,62.5
andropogon gerardii,1994,D_2,37.5
andropogon gerardii,1992,D_2,15
andropogon gerardii,1998,D_2,37.5
andropogon gerardii,1991,D_2,37.5
apocynum cannabinum,1984,D_2,0.5
asclepias viridis,1992,D_2,3
asclepias viridis,2005,D_2,0.5
baptisia bracteata,1990,D_2,3
baptisia bracteata,2003,D_2,3
baptisia bracteata,2001,D_2,0.5
baptisia bracteata,1994,D_2,3
baptisia bracteata,2000,D_2,0.5
baptisia bracteata,1993,D_2,3
baptisia bracteata,1985,D_2,0.5
baptisia bracteata,1991,D_2,3
baptisia bracteata,1997,D_2,0.5
baptisia bracteata,1995,D_2,3
baptisia bracteata,1984,D_2,0.5
baptisia bracteata,1992,D_2,3
baptisia bracteata,2006,D_2,0.5
baptisia bracteata,1988,D_2,3
baptisia bracteata,1987,D_2,0.5
baptisia bracteata,1989,D_2,3
baptisia bracteata,1983,D_2,0.5
baptisia bracteata,1996,D_2,3
baptisia bracteata,1998,D_2,0.5
baptisia bracteata,2002,D_2,3
baptisia bracteata,2004,D_2,0.5
baptisia bracteata,1999,D_2,0.5
baptisia bracteata,1986,D_2,0.5
bouteloua curtipendula,1993,D_2,3
bouteloua curtipendula,1987,D_2,0.5
bouteloua curtipendula,1998,D_2,3
bouteloua curtipendula,1997,D_2,3
bouteloua curtipendula,2006,D_2,15
bouteloua curtipendula,2001,D_2,3
bouteloua curtipendula,2005,D_2,3
bouteloua curtipendula,1992,D_2,15
bouteloua curtipendula,1996,D_2,3
bouteloua curtipendula,2003,D_2,3
bouteloua curtipendula,1989,D_2,0.5
bouteloua curtipendula,1984,D_2,0.5
bouteloua curtipendula,1991,D_2,0.5
bouteloua curtipendula,1988,D_2,0.5
bouteloua curtipendula,2002,D_2,3
bouteloua curtipendula,2004,D_2,3
bouteloua curtipendula,1983,D_2,0.5
bouteloua curtipendula,1995,D_2,3
bouteloua curtipendula,1994,D_2,3
bouteloua curtipendula,1985,D_2,0.5
bouteloua curtipendula,2000,D_2,0.5
bouteloua curtipendula,1999,D_2,3
bouteloua curtipendula,1990,D_2,0.5
bouteloua curtipendula,1986,D_2,0.5
bouteloua gracilis,2000,D_2,0.5
bouteloua gracilis,1999,D_2,0.5
bouteloua gracilis,1993,D_2,3
bouteloua gracilis,1989,D_2,0.5
bouteloua gracilis,2001,D_2,0.5
bouteloua gracilis,2002,D_2,0.5
bouteloua gracilis,1984,D_2,0.5
bouteloua gracilis,1992,D_2,3
bouteloua gracilis,1985,D_2,0.5
bouteloua gracilis,2003,D_2,0.5
bouteloua gracilis,1998,D_2,0.5
bouteloua hirsuta,1991,D_2,0.5
carex brevior,1990,D_2,0.5
carex brevior,1991,D_2,0.5
carex brevior,2000,D_2,0.5
carex brevior,1983,D_2,0.5
carex brevior,2001,D_2,0.5
carex gravida,1985,D_2,0.5
carex gravida,1984,D_2,0.5
carex gravida,1987,D_2,0.5
carex gravida,1983,D_2,3
carex inops,1998,D_2,3
carex inops,2005,D_2,3
carex inops,2000,D_2,0.5
carex inops,1999,D_2,3
carex inops,2004,D_2,3
carex inops,1986,D_2,0.5
